Time (EDT),AURSCO - EPC_PGW_APNDATA-card:0:vsbladmin - PGWU_BITSPERSEC_IMS,AURSCO - EPC_PGW_APNDATA-card:0:vsblapp - PGWU_BITSPERSEC_IMS,AURSCO - EPC_PGW_APNDATA-card:0:vsblims - PGWU_BITSPERSEC_IMS,AURSCO - EPC_PGW_APNDATA-card:0:vsblinternet - PGWU_BITSPERSEC_IMS,AURSCO - EPC_PGW_APNDATA-card:0:vzwadmin - PGWU_BITSPERSEC_IMS,WJRDUT - EPC_PGW_APNDATA-card:0:vsbladmin - PGWU_BITSPERSEC_IMS,WJRDUT - EPC_PGW_APNDATA-card:0:vsblapp - PGWU_BITSPERSEC_IMS,WJRDUT - EPC_PGW_APNDATA-card:0:vsblims - PGWU_BITSPERSEC_IMS,WJRDUT - EPC_PGW_APNDATA-card:0:vsblinternet - PGWU_BITSPERSEC_IMS,WJRDUT - EPC_PGW_APNDATA-card:0:vzwadmin - PGWU_BITSPERSEC_IMS,WNDSCT - EPC_PGW_APNDATA-card:0:vsbladmin - PGWU_BITSPERSEC_IMS,WNDSCT - EPC_PGW_APNDATA-card:0:vsblapp - PGWU_BITSPERSEC_IMS,WNDSCT - EPC_PGW_APNDATA-card:0:vsblims - PGWU_BITSPERSEC_IMS,WNDSCT - EPC_PGW_APNDATA-card:0:vsblinternet - PGWU_BITSPERSEC_IMS,WNDSCT - EPC_PGW_APNDATA-card:0:vzwadmin - PGWU_BITSPERSEC_IMS,WSBOMA - EPC_PGW_APNDATA-card:0:vsbladmin - PGWU_BITSPERSEC_IMS,WSBOMA - EPC_PGW_APNDATA-card:0:vsblapp - PGWU_BITSPERSEC_IMS,WSBOMA - EPC_PGW_APNDATA-card:0:vsblims - PGWU_BITSPERSEC_IMS,WSBOMA - EPC_PGW_APNDATA-card:0:vsblinternet - PGWU_BITSPERSEC_IMS,WSBOMA - EPC_PGW_APNDATA-card:0:vzwadmin - PGWU_BITSPERSEC_IMS
16 Jan '19 19:55:00,0,80674.74667,3288845.44,0,0,45.73333333,113074.7467,1920867.653,0,0,10.02666667,229878.2667,2085736.24,0,0,0,81394.13333,2076575.093,0,1737.44
16 Jan '19 20:00:00,0,125378.08,3515585.2,0,0,0,115370.48,2165701.813,0,0,0,208433.5467,1934331.893,0,0,0,85231.6,2353537.947,0,1418.32
16 Jan '19 20:05:00,0,165127.44,3404416.4,0,0,0,52542.42667,1936561.76,0,0,0,103322.2133,1572190.027,0,0,0,38576.16,2449228.747,0,1405.706667
16 Jan '19 20:10:00,0,55682.66667,3446478.16,0,0,0,44475.89333,1978768.107,0,0,0,19369.38667,1390514.507,0,0,0,177147.4933,2152224.24,0,735.6266667
16 Jan '19 20:15:00,0,112687.4667,3447187.2,0,0,0,33309.44,2129337.84,0,0,0,53681.73333,1434045.6,0,0,0,201994.96,2052286.32,0,821.9466667
16 Jan '19 20:20:00,0,129795.4133,3320595.573,0,0,0,71366.16,2004115.227,0,0,118.5333333,129916.56,1557597.973,0,0,228.3733333,116159.52,2364731.653,0,1411.546667
16 Jan '19 20:25:00,0,52699.73333,3235574.107,0,0,0,142559.3867,2156448.907,0,0,0,109828.5067,1749933.6,0,0,448.6133333,83447.73333,2265775.973,0,1336.586667
16 Jan '19 20:30:00,0,79149.36,3054998.72,0,0,0,73314.66667,2243448.133,0,55.76,0,236301.84,1969900.853,0,0,426.4266667,108587.3067,2117095.2,0,942.0533333
16 Jan '19 20:35:00,426,90569.62667,2714883.173,0,0,0,67837.33333,2177964.427,0,0,426.16,116320.1867,2075342.587,0,0,242.2666667,57474.85333,1970085.013,0,1141.44
16 Jan '19 20:40:00,0,129164.6667,2683446.933,0,0,0,126352.2667,2441143.573,0,0,0,121971.9467,2016855.627,0,0,0,161886.8,1969862.64,0,1656.8
16 Jan '19 20:45:00,0,79841.30667,3194482.347,0,0,0,60289.04,2227327.76,0,0,58.96,163564,1993249.493,0,0,0,87836.72,2052080.96,0,1403.386667
16 Jan '19 20:50:00,0,346268.1067,3373017.653,0,0,0,115615.3067,2123964.347,0,56.82666667,0,93807.12,1679596.08,0,0,0,25104.98667,1992791.92,0,1222.986667
16 Jan '19 20:55:00,0,141694.9067,3272268.747,0,0,0,48496.37333,1978389.84,0,0,0,145414.16,1842311.147,0,0,0,55439.12,2066276.24,0,941.84
16 Jan '19 21:00:00,0,59723.2,2873471.68,0,0,0,110385.3333,2087314.747,0,0,0,113513.6,1866828.907,0,0,0,97078.18667,2133695.387,0,1473.253333
16 Jan '19 21:05:00,0,71749.17333,3064345.253,0,0,0,33644.45333,2057506.32,0,0,0,104283.84,1805994.32,0,0,0,120719.6267,2086359.52,0,815.2533333
16 Jan '19 21:10:00,0,130392.1867,2755250.827,0,0,0,117427.2267,2061541.307,0,0,0,52210.05333,1531645.387,0,0,0,145474.7733,1975419.307,0,1816.533333
16 Jan '19 21:15:00,0,135720.9867,2982032.027,0,0,0,52408.42667,2048346.347,0,0,0,81659.76,1642662.533,0,0,0,163210.6933,1851821.093,0,1727.013333
16 Jan '19 21:20:00,0,93586.98667,3039851.867,0,0,0,166081.44,1835517.12,0,0,0,42556.05333,1667114.853,0,0,0,119571.9467,1805460.56,0,1488.346667
16 Jan '19 21:25:00,0,19550.61333,2839329.707,0,0,0,211311.36,2068647.467,0,0,0,116275.3067,1777573.76,0,0,0,55860.69333,1730093.6,0,1769.066667
16 Jan '19 21:30:00,0,35528.4,2918849.093,0,0,0,186754.9067,2328791.733,0,0,0,202961.3067,1406321.04,0,0,0,39851.09333,1662109.733,0,1919.04
16 Jan '19 21:35:00,0,112122.6667,2722450.4,0,0,0,102519.9733,2159224.133,0,0,0,167935.7067,1335508.587,0,0,0,63076.02667,1824345.627,0,1008.693333
16 Jan '19 21:40:00,0,30242.48,2466727.307,0,0,0,77242.48,1752950.72,0,0,0,139333.7333,1588531.707,0,0,0,50912.72,1938924.133,0,1386.773333
16 Jan '19 21:45:00,0,158887.4667,2517648.8,0,0,0,203542.64,1683790.4,0,0,58.96,109234.56,1671390.533,0,0,239.28,103183.8667,1890498.667,0,1922.133333
16 Jan '19 21:50:00,0,42794.50667,2482594.267,0,0,0,150806.9333,1854348.4,0,0,0,32354.74667,1595005.36,0,0,416.88,12999.12,1493243.627,0,1902.586667
16 Jan '19 21:55:00,0,75788.16,2614547.707,0,0,0,148071.92,1558326.347,0,0,0,123745.76,1799309.36,0,0,0,30733.36,1542258.08,0,1091.386667
16 Jan '19 22:00:00,0,2036.48,2659589.467,0,0,0,123841.6,1695438.773,0,0,0,68988.64,1875227.04,0,0,0,87419.04,1436883.28,0,829.7866667
16 Jan '19 22:05:00,0,139919.5467,2519493.92,0,0,0,95234.58667,1734994.907,0,0,0,46571.78667,1812325.52,0,0,0,94615.97333,1621735.013,0,1710.32
16 Jan '19 22:10:00,0,79452.45333,2340508.587,0,0,0,116342.4267,1560731.333,0,0,10.02666667,42431.22667,1538640.293,0,0,46.8,56082.85333,1482081.947,0,1079.493333
16 Jan '19 22:15:00,0,30780.26667,2366463.627,0,0,0,53738.74667,1608137.44,0,0,0,1625.226667,1457173.067,0,0,0,11288.26667,1443906.987,0,1775.653333
16 Jan '19 22:20:00,0,68685.06667,2107347.787,0,0,0,97358.96,1791732.56,0,0,0,21705.6,1590756.213,0,0,0,6225.84,1176770.133,0,1580.106667
16 Jan '19 22:25:00,0,163792.1867,1928166.587,0,0,0,35312.4,1627471.253,0,0,0,83125.41333,1498289.6,0,0,0,62944.64,1155144.373,0,2070.826667
16 Jan '19 22:30:00,0,230595.5467,2062926.027,0,0,0,90557.28,1412531.147,0,0,0,62837.41333,1456650.267,0,0,0,65765.30667,1172698.693,0,1206.8
16 Jan '19 22:35:00,0,133890.24,1965752.693,0,0,0,134063.8667,1486739.387,0,0,0,3569.226667,1565132.533,0,0,0,29248.45333,1315630.933,0,1563.333333
16 Jan '19 22:40:00,0,126343.0667,2081357.333,0,0,0,206121.7867,1488326.587,0,0,0,1104.826667,1566781.387,0,0,0,50821.89333,1215829.867,0,1878.213333
16 Jan '19 22:45:00,0,25472.10667,2230038.427,0,0,0,77450.02667,1331568.24,0,0,0,5835.066667,1460020.853,0,0,0,91515.89333,955299.4667,0,1457.733333
16 Jan '19 22:50:00,0,28109.44,1837090.56,0,0,0,23821.86667,1298436.667,0,0,0,50409.70667,1521262.88,0,0,0,5347.6,898172.9067,0,1302.053333
16 Jan '19 22:55:00,0,97589.81333,1876507.28,0,0,0,130003.0667,1277208.267,0,0,0,42771.73333,1499479.867,0,0,0,10731.70667,1019557.013,0,1569.946667
16 Jan '19 23:00:00,0,103520.3467,1956106.773,0,0,0,29311.14667,1324129.6,0,0,0,13442.4,1596902,0,0,0,45557.97333,1015400.453,0,740.8
16 Jan '19 23:05:00,0,82891.76,1868117.707,0,0,0,50462.32,1276804.16,0,0,0,87514.50667,1560858.293,0,0,0,11497.01333,931960,0,585.12
16 Jan '19 23:10:00,0,44270.16,1748922.293,0,0,0,73965.70667,1190722.24,0,0,0,7043.093333,1427837.627,0,0,0,1219.2,863918.6933,0,887.2266667
16 Jan '19 23:15:00,0,57043.17333,1705046.293,0,0,0,65149.76,1354241.413,0,0,0,25813.12,1317439.04,0,0,0,2297.813333,904331.92,0,1478.72
16 Jan '19 23:20:00,0,84018.56,1760264.88,0,0,0,64795.92,1368299.44,0,0,0,3960.026667,1174372.8,0,0,0,2549.386667,770019.0667,0,1624.613333
16 Jan '19 23:25:00,0,82863.28,1794676.053,0,0,0,82424.02667,1250335.44,0,0,0,48678.18667,1080088,0,0,0,4709.76,730869.3067,0,634.24
16 Jan '19 23:30:00,0,9919.68,1808004.987,0,0,0,82470,1162029.627,0,0,0,25590.05333,1003633.36,0,0,0,26861.81333,624787.5733,0,943.6266667
16 Jan '19 23:35:00,0,23019.84,1735993.707,0,0,0,44964,1007707.867,0,0,58.96,30055.30667,851510.24,0,0,0,1086.56,730063.3867,0,1227.92
16 Jan '19 23:40:00,0,105799.92,1902031.467,0,0,0,44516.96,862641.3067,0,0,0,17335.36,755674.1067,0,0,0,19632,663739.9467,0,1033.493333
16 Jan '19 23:45:00,0,53984.50667,1848574.16,0,0,0,45454.24,861892.8267,0,0,0,2058.533333,757813.28,0,0,0,1154.026667,703447.4933,0,1434.533333
16 Jan '19 23:50:00,0,66129.14667,1963665.627,0,0,0,198433.0933,826452.3467,0,0,0,24652.18667,745976.96,0,0,0,943.8666667,655055.6,0,850.2666667
16 Jan '19 23:55:00,0,128966.8533,1831855.893,0,0,0,57966.45333,914685.4933,0,0,0,1033.253333,696175.4133,0,0,0,35724.50667,607969.7333,0,786.9866667
17 Jan '19 00:00:00,0,21916.74667,1614556.96,0,0,0,134746.5333,882341.7333,0,0,0,502.0533333,589404.2933,0,0,0,1058.56,519196.1867,0,486.9333333
17 Jan '19 00:05:00,0,75863.68,1824842.533,0,0,0,95502.13333,984346.6133,0,0,0,11001.25333,576501.1733,0,0,0,27765.70667,435401.4133,0,1337.306667
17 Jan '19 00:10:00,0,47312,1649789.253,0,0,0,22127.57333,1065762.56,0,0,0,26101.36,630110.2667,0,0,0,2035.573333,413745.76,0,1302.693333
17 Jan '19 00:15:00,0,8796.693333,1436858.507,0,0,0,84248.42667,850953.68,0,0,0,534.64,610065.9467,0,0,0,1674.853333,553024.9067,0,1226.266667
17 Jan '19 00:20:00,0,25859.68,1327048.587,0,0,0,9523.626667,833863.6267,0,0,0,25267.36,570487.0933,0,0,0,30835.73333,602781.6,0,1044.133333
17 Jan '19 00:25:00,0,78310.77333,1229034.693,0,0,0,112939.44,819079.6,0,0,0,482.0266667,498973.9467,0,0,0,19366.85333,554625.1467,0,711.5466667
17 Jan '19 00:30:00,0,28592.45333,1239141.44,0,0,0,8381.786667,836499.44,0,0,0,2047.946667,470310.6933,0,0,0,1150.24,496838.96,0,969.2533333
17 Jan '19 00:35:00,0,134802.2933,1126376.987,0,0,0,100256.88,767793.2533,0,0,0,1943.146667,431359.44,0,0,0,1258.213333,481683.7333,0,1056.693333
17 Jan '19 00:40:00,0,37686.74667,1170831.68,0,0,0,42717.57333,747288.5333,0,0,0,488.4266667,454262.24,0,0,0,347.36,483768.4,0,1329.466667
17 Jan '19 00:45:00,0,33964.45333,1197482.56,0,0,0,135134.8533,854408.7733,0,0,56.82666667,44687.92,421908.4267,0,0,0,644.4266667,552406.88,0,624.96
17 Jan '19 00:50:00,0,12147.06667,1115087.387,0,0,0,88367.78667,795646.7733,0,0,0,856.5066667,391590.1333,0,0,0,1452.64,511154.3467,0,630.4266667
17 Jan '19 00:55:00,0,28190.53333,950770.2667,0,0,0,153149.7067,785835.52,0,0,0,28415.14667,297997.2267,0,0,0,1757.013333,472569.9733,0,1314.293333
17 Jan '19 01:00:00,0,24377.36,870874.9067,0,0,0,33540.90667,793715.92,0,0,0,3915.253333,321625.7333,0,0,0,1816,484471.0133,0,908.7733333
17 Jan '19 01:05:00,0,52674.16,866728.6667,0,0,0,2352.026667,697406.5333,0,0,0,614.24,321247.9467,0,0,0,14069.92,442935.92,0,798.7733333
17 Jan '19 01:10:00,0,4938.373333,896984.08,0,0,0,52590.69333,658693.0933,0,0,0,2881.84,306708.1867,0,0,0,9342.906667,414345.3867,0,512.5066667
17 Jan '19 01:15:00,0,16562.90667,794529.7867,0,0,9.173333333,36003.62667,423990.32,0,0,0,637.68,287806.8,0,0,0,190.7733333,374957.9467,0,647.76
17 Jan '19 01:20:00,0,17289.06667,758553.4133,0,0,0,6132.4,329669.7333,0,56.82666667,0,17952.32,230072.7733,0,0,0,236.96,371706.1067,0,339.8933333
17 Jan '19 01:25:00,0,50690.37333,875061.44,0,0,0,2438.933333,374783.8667,0,0,0,586.2933333,191009.6,0,0,0,1378.826667,285393.0133,0,968.4
17 Jan '19 01:30:00,0,48045.52,728712.1333,0,0,0,45928.42667,333487.1733,0,0,0,591.1466667,95821.70667,0,0,0,765.2266667,227263.1733,0,463.7066667
17 Jan '19 01:35:00,0,678.48,616032.1067,0,0,0,4771.786667,361402.64,0,0,0,580,106592.88,0,0,0,404.4533333,269217.6,0,1069.413333
17 Jan '19 01:40:00,0,407.3866667,543286.4533,0,0,0,47619.04,376261.76,0,0,0,3124.826667,140907.8133,0,0,0,19532.88,214280.88,0,1104.08
17 Jan '19 01:45:00,0,69622.16,439001.7067,0,0,6.88,1095.253333,410838.8533,0,0,0,943.4666667,208905.76,0,0,0,370.3733333,146988.8,0,516.7733333
17 Jan '19 01:50:00,0,75515.73333,451501.8933,0,0,151.44,2237.946667,406974.1867,0,0,0,777.04,240879.2533,0,0,0,240.24,181945.1733,0,570.9066667
17 Jan '19 01:55:00,0,65984.72,452969.36,0,0,59.12,31000.24,459234.4267,0,0,0,2216.853333,286554.1867,0,0,0,377.4933333,238845.5467,0,569.3333333
17 Jan '19 02:00:00,0,69426.18667,475259.4133,0,0,0,10319.22667,365309.76,0,0,0,36.26666667,317900.2133,0,0,0,1888.613333,244680.4,0,397.7866667
17 Jan '19 02:05:00,0,33947.89333,474356.16,0,0,0,17565.70667,291308.96,0,0,0,2582.08,365177.4667,0,0,0,8768.266667,254411.7867,0,1357.226667
17 Jan '19 02:10:00,58.96,2261.546667,438133.0133,0,0,0,1414.4,231920.2933,0,0,0,1369.12,257804.2933,0,0,0,1401.893333,168157.28,0,1132.266667
17 Jan '19 02:15:00,0,4445.626667,471459.4133,0,0,0,74892.08,230584.08,0,56.82666667,0,14816.21333,297759.1733,0,0,0,1502.16,86253.76,0,1174.346667
17 Jan '19 02:20:00,0,6366.426667,379652.56,0,0,0,509.0666667,191508.6667,0,0,0,786.6666667,281816.8,0,0,0,3158.906667,39547.94667,0,686.6133333
17 Jan '19 02:25:00,0,222.7733333,393007.3067,0,0,0,3435.44,186531.44,0,0,0,814.3466667,189757.6267,0,0,0,377.28,34839.04,0,633.12
17 Jan '19 02:30:00,0,35378.69333,400223.4667,0,0,0,47560.53333,152141.3867,0,0,0,221.36,172488.2133,0,0,0,741.6533333,61328.45333,0,453.5466667
17 Jan '19 02:35:00,0,772.8266667,409622.5867,0,0,0,13942.88,116254.9067,0,0,0,215.8933333,148809.68,0,0,0,3727.973333,59975.22667,0,568.2666667
17 Jan '19 02:40:00,0,4120.826667,397186.9067,0,0,0,1317.28,121631.0667,0,0,0,949.2533333,183997.76,0,0,0,196.16,93995.54667,0,595.52
17 Jan '19 02:45:00,0,16259.84,430516.48,0,0,0,22935.2,174627.7333,0,0,0,1496.213333,207764.2933,0,0,0,448.1066667,119313.7067,0,519.3333333
17 Jan '19 02:50:00,0,1143.146667,394245.5467,0,0,0,882.08,183922.1867,0,0,10.02666667,400.56,273810.6667,0,0,46.8,832.08,120087.68,0,512.5066667
17 Jan '19 02:55:00,0,339.7066667,366303.84,0,0,0,376.1333333,210725.2,0,0,0,32.64,231926.4,0,0,0,595.44,83910.45333,0,512.5066667
17 Jan '19 03:00:00,0,775.3333333,365641.92,0,0,0,11567.46667,236641.04,0,0,0,962.4533333,307381.8933,0,0,0,948.8533333,89416.53333,0,386.6933333
17 Jan '19 03:05:00,0,10170.37333,360887.3867,0,0,0,562.5066667,181550.64,0,0,0,962.8533333,273551.8933,0,0,0,4738.133333,57342.05333,0,855.6
17 Jan '19 03:10:00,0,1116.746667,310771.4133,0,0,0,9374.293333,171246.32,0,0,0,24728.93333,320859.9733,0,0,0,1573.093333,46496.10667,0,1092
17 Jan '19 03:15:00,0,1096.56,242093.5467,0,0,0,876.5066667,160903.68,0,0,0,743.1466667,302446.6933,0,0,0,581.9733333,37163.54667,0,761.8933333
17 Jan '19 03:20:00,0,47285.73333,249189.9733,0,0,0,38752.66667,188118.5867,0,0,1820.586667,768.2133333,226605.2533,0,0,0,1018.4,47454.34667,0,1120.506667
17 Jan '19 03:25:00,0,1618.64,214752.56,0,0,0,6738.8,166114.9067,0,0,0,414.5066667,219173.44,0,0,0,1232.96,44439.97333,0,682.3466667
17 Jan '19 03:30:00,153.7333333,833.0666667,158860.24,0,0,0,935.1733333,170472.2933,0,0,3607.36,801.3333333,252118.4267,0,0,0,167.1466667,70678.98667,0,738.32
17 Jan '19 03:35:00,0,33795.44,211081.3867,0,0,0,15452.34667,144409.7333,0,0,0,29722.93333,294399.68,0,0,0,1159.6,131385.4133,0,800.0533333
17 Jan '19 03:40:00,0,27360.66667,138707.6533,0,0,0,6094.32,89834.18667,0,0,0,212.2933333,297874.1867,0,0,0,1157.2,175506.8267,0,797.7066667
17 Jan '19 03:45:00,0,667.2533333,154776.6667,0,0,0,7875.04,114402.4267,0,0,0,36.26666667,289319.8933,0,0,0,163.52,112798,0,339.8933333
17 Jan '19 03:50:00,0,1185.893333,163009.68,0,0,0,68003.94667,86376.18667,0,0,0,2175.76,265009.3867,0,0,0,745.12,98533.76,0,625.0933333
17 Jan '19 03:55:00,0,406.6933333,130939.12,0,0,0,62863.6,118244.4267,0,0,0,39.89333333,270399.4133,0,0,0,22743.28,138269.2,0,282
17 Jan '19 04:00:00,0,224.6666667,160350.56,0,0,0,27243.28,111560.88,0,0,0,775.68,263110.5333,0,0,0,929.8133333,201237.36,0,396.72
17 Jan '19 04:05:00,0,60284.77333,203311.04,0,0,0,1118.8,109664.0533,0,0,0,411.52,267563.1733,0,0,0,531.8666667,164819.5467,0,805.1733333
17 Jan '19 04:10:00,0,18244.16,230104.8,0,0,0,799.76,112439.68,0,0,0,413.0666667,284353.8667,0,0,0,190.7733333,160381.8667,0,342.0266667
17 Jan '19 04:15:00,0,31159.76,176253.6,0,0,0,30603.33333,89374.16,0,0,0,128.7733333,278766.64,0,0,0,25126.4,160203.5733,0,456.7466667
17 Jan '19 04:20:00,0,490.3466667,185413.2267,0,0,0,20235.14667,82504.16,0,0,0,219.6,293501.3867,0,0,0,574.64,165302.6933,0,227.3066667
17 Jan '19 04:25:00,0,696.88,213473.9467,0,0,0,993.3333333,91434.24,0,0,0,54.4,292988.8267,0,0,0,533.28,183657.5467,0,513.5733333
17 Jan '19 04:30:00,0,1159.6,196508.9333,0,0,0,180621.0133,87927.92,0,0,0,7887.626667,281300.7467,0,0,0,190.7733333,203677.76,0,285.2
17 Jan '19 04:35:00,0,743.44,145437.04,0,0,0,1979.6,77127.25333,0,0,0,406.08,258991.8667,0,0,0,14130.82667,222450.6133,0,678.72
17 Jan '19 04:40:00,0,589.1466667,136710.3467,0,0,0,241.2,74035.46667,0,0,0,1952.506667,269936.5067,0,0,0,30710.16,177723.9467,0,565.0666667
17 Jan '19 04:45:00,0,591.0666667,154975.04,0,0,0,29711.14667,72562.82667,0,0,0,501.4133333,222440.7467,0,0,0,458.64,50068.93333,0,402.0533333
17 Jan '19 04:50:00,0,524.0533333,109607.1467,0,0,0,772.16,80367.65333,0,0,0,116,165969.8667,0,0,0,190.7733333,58208.21333,0,1202.773333
17 Jan '19 04:55:00,0,524.0533333,109607.1467,0,0,0,36.26666667,99790.77333,0,0,0,398.9066667,231744.7733,0,0,0,8637.2,50386.45333,0,508.8266667
17 Jan '19 05:00:00,0,1218.106667,108361.2533,0,0,0,579.7866667,111065.2267,0,0,0,7485.04,232558.32,0,0,0,847.9466667,50761.14667,0,579.0666667
17 Jan '19 05:05:00,0,1880.56,109225.8133,0,0,0,5386.053333,99799.6,0,0,57.89333333,11921.84,251358.08,0,0,0,855.04,43558.88,0,749.84
17 Jan '19 05:10:00,0,560.08,82114.8,0,0,0,823.8133333,99191.46667,0,0,0,410.3466667,240415.8933,0,0,0,391.6533333,37077.44,0,1006.24
17 Jan '19 05:15:00,0,812.4533333,90030.4,0,0,0,586.1333333,101965.2267,0,0,0,762.9333333,296517.8933,0,0,0,376.0266667,39522,0,171.5466667
17 Jan '19 05:20:00,0,1926.506667,98390.18667,0,0,0,372.32,107878.0533,0,0,0,290.3466667,298695.8133,0,0,0,8234.32,43244.64,0,514.64
17 Jan '19 05:25:00,0,671.7866667,110628.88,0,0,0,3796.986667,119391.1467,0,0,0,294.2666667,301835.7067,0,0,0,455.8666667,71649.62667,0,236.4
17 Jan '19 05:30:00,0,1494.186667,103443.2533,0,0,0,774.9866667,82783.25333,0,0,0,763.8133333,275559.1467,0,0,0,163.52,125361.7333,0,691.9466667
17 Jan '19 05:35:00,0,953.04,82366.61333,0,0,0,247.8666667,92864.32,0,0,0,533.2533333,265305.84,0,0,0,10729.12,84579.76,0,626.2666667
17 Jan '19 05:40:00,0,1623.066667,122133.2267,0,0,0,775.0666667,138824.6933,0,0,0,52330.93333,169388.0267,0,0,0,748.2133333,77598.56,0,402.0533333
17 Jan '19 05:45:00,0,769.7066667,122845.3333,0,0,0,23036.88,135222.24,0,0,0,39145.06667,264375.7067,0,0,0,529.9733333,126165.36,0,456.7466667
17 Jan '19 05:50:00,0,769.7066667,122845.3333,0,0,0,23036.88,135222.24,0,0,0,39145.06667,264375.7067,0,0,0,578.0266667,202376.4267,0,349.6266667
17 Jan '19 05:55:00,0,36.26666667,149829.1467,0,0,0,723.3866667,126405.8933,0,0,0,783.0133333,438919.0933,0,0,0,810.56,193408.5867,0,575.2266667
17 Jan '19 06:00:00,0,440.6933333,137402.64,0,0,0,1209.226667,134175.8933,0,0,0,635.4933333,409037.04,0,0,0,455.92,153194.4,0,624.0266667
17 Jan '19 06:05:00,0,955.5466667,170248.2667,0,0,0,474.6133333,147528.2667,0,0,0,367.84,368611.1467,0,0,0,57210.96,167466.2133,0,629.36
17 Jan '19 06:10:00,0,36.26666667,230764.7733,0,0,0,17800.90667,117287.2267,0,0,0,407.76,293046.72,0,0,0,716.4533333,118856.24,0,797.7066667
17 Jan '19 06:15:00,0,1958.293333,268294.0533,0,0,0,930.4,162838.3733,0,0,0,18015.52,352339.76,0,0,0,372.1866667,135829.76,0,515.7066667
17 Jan '19 06:20:00,0,725.12,281116.96,0,0,0,409.68,107090.7733,0,0,0,2624.506667,502716.96,0,0,0,831.7333333,199767.2,0,471.6533333
17 Jan '19 06:25:00,0,593.7866667,288960.08,0,0,0,994.3466667,54967.41333,0,0,0,42074.85333,401469.7067,0,0,0,40229.09333,142606.7733,0,621.9733333
17 Jan '19 06:30:00,0,21557.12,223787.92,0,0,0,4798.293333,71533.65333,0,0,0,1645.413333,396521.5733,0,0,0,11338.34667,157969.36,0,904.6133333
17 Jan '19 06:35:00,0,461.8133333,118800.4,0,0,0,22200.85333,110860.1333,0,0,0,1062.266667,389152.6667,0,0,0,1008.826667,82600.82667,0,567.2
17 Jan '19 06:40:00,0,23420.13333,215654.16,0,0,0,1131.306667,85256.13333,0,0,0,29677.78667,478190.6667,0,0,0,37375.14667,59339.2,0,745.1466667
17 Jan '19 06:45:00,0,23420.13333,215654.16,0,0,0,2031.04,101843.52,0,0,0,17658.08,484000.8533,0,0,0,37375.14667,59339.2,0,745.1466667
17 Jan '19 06:50:00,0,20697.09333,235782.3467,0,0,0,897.5733333,227108.16,0,0,0,2447.893333,484342.24,0,0,0,348.56,97392.58667,0,514.64
17 Jan '19 06:55:00,0,686.48,190060.56,0,0,0,1059.36,212357.3067,0,0,0,14665.94667,384927.7867,0,0,0,2334.453333,121034.8267,0,916.1333333
17 Jan '19 07:00:00,0,714.5866667,252172.5867,0,0,0,611.5733333,214272.0533,0,0,0,68094.53333,286482.48,0,0,0,4712.266667,72821.76,0,286.2666667
17 Jan '19 07:05:00,0,1094.666667,247722.4,0,0,0,35847.52,252606.88,0,0,0,146333.1733,306827.8933,0,0,0,5049.306667,89494.82667,0,810.2133333
17 Jan '19 07:10:00,0,1284.64,407169.28,0,0,0,3644.026667,306608.3467,0,0,0,67255.44,382716.8,0,0,0,85499.94667,242293.7333,0,1455.866667
17 Jan '19 07:15:00,0,29950.74667,351625.8933,0,0,0,7653.146667,323404.0533,0,0,0,67255.44,382716.8,0,0,0,85499.94667,242293.7333,0,1455.866667
17 Jan '19 07:20:00,0,97676.82667,454460.64,0,0,0,4797.44,386298.5867,0,0,0,133475.4933,370852.2933,0,0,0,1033.306667,341686.96,0,737.2266667
17 Jan '19 07:25:00,0,5849.733333,468039.6533,0,0,0,46756.45333,361647.3333,0,0,0,10550.32,306780.16,0,0,0,48982.13333,279258.4533,0,623.52
17 Jan '19 07:30:00,0,17821.14667,478123.7067,0,0,0,9543.946667,366321.7067,0,0,0,24666.16,419046.8267,0,0,0,37288.53333,339861.6,0,806.6666667
17 Jan '19 07:35:00,0,2054.586667,647543.04,0,0,0,1637.626667,321634.24,0,0,0,45379.68,501949.9733,0,0,0,296883.0933,529379.6,0,675.0933333
17 Jan '19 07:40:00,0,30371.49333,687186.2667,0,0,0,10961.54667,468251.3333,0,0,0,45612.72,750433.0133,0,0,0,29184.4,678815.4667,0,687.4666667
17 Jan '19 07:45:00,0,618.5333333,589832.72,0,0,0,10961.54667,468251.3333,0,0,0,45612.72,750433.0133,0,0,0,173484.6933,476218.5067,0,1094.133333
17 Jan '19 07:50:00,0,26403.22667,689910.1333,0,0,0,1290.906667,608826.56,0,0,0,26058.42667,919230,0,0,0,63579.38667,486592.48,0,1271.413333
17 Jan '19 07:55:00,0,26403.22667,689910.1333,0,0,0,1290.906667,608826.56,0,0,0,64361.06667,978989.0933,0,0,0,12220.88,663412.1867,0,1025.626667
17 Jan '19 08:00:00,0,31521.92,416580.6667,0,0,0,1515.173333,469225.3333,0,0,0,42054.13333,943805.84,0,0,0,44427.94667,795381.8667,0,1313.76
17 Jan '19 08:05:00,0,1472.16,636631.2267,0,0,0,26248.69333,391803.1467,0,0,58.96,29645.25333,913072.6667,0,0,0,76789.68,637986,0,984.6666667
17 Jan '19 08:10:00,0,40387.57333,848581.44,0,0,0,96464.45333,415102.6133,0,0,0,44997.86667,1026859.867,0,0,0,72997.92,658916.1867,0,797.7066667
