Time (EDT),AURSCO - EPC_PGW_APNDATA-card:0:vsbladmin - PGWU_BITSPERSEC_IMS,AURSCO - EPC_PGW_APNDATA-card:0:vsblapp - PGWU_BITSPERSEC_IMS,AURSCO - EPC_PGW_APNDATA-card:0:vsblims - PGWU_BITSPERSEC_IMS,AURSCO - EPC_PGW_APNDATA-card:0:vsblinternet - PGWU_BITSPERSEC_IMS,AURSCO - EPC_PGW_APNDATA-card:0:vzwadmin - PGWU_BITSPERSEC_IMS,WJRDUT - EPC_PGW_APNDATA-card:0:vsbladmin - PGWU_BITSPERSEC_IMS,WJRDUT - EPC_PGW_APNDATA-card:0:vsblapp - PGWU_BITSPERSEC_IMS,WJRDUT - EPC_PGW_APNDATA-card:0:vsblims - PGWU_BITSPERSEC_IMS,WJRDUT - EPC_PGW_APNDATA-card:0:vsblinternet - PGWU_BITSPERSEC_IMS,WJRDUT - EPC_PGW_APNDATA-card:0:vzwadmin - PGWU_BITSPERSEC_IMS,WNDSCT - EPC_PGW_APNDATA-card:0:vsbladmin - PGWU_BITSPERSEC_IMS,WNDSCT - EPC_PGW_APNDATA-card:0:vsblapp - PGWU_BITSPERSEC_IMS,WNDSCT - EPC_PGW_APNDATA-card:0:vsblims - PGWU_BITSPERSEC_IMS,WNDSCT - EPC_PGW_APNDATA-card:0:vsblinternet - PGWU_BITSPERSEC_IMS,WNDSCT - EPC_PGW_APNDATA-card:0:vzwadmin - PGWU_BITSPERSEC_IMS,WSBOMA - EPC_PGW_APNDATA-card:0:vsbladmin - PGWU_BITSPERSEC_IMS,WSBOMA - EPC_PGW_APNDATA-card:0:vsblapp - PGWU_BITSPERSEC_IMS,WSBOMA - EPC_PGW_APNDATA-card:0:vsblims - PGWU_BITSPERSEC_IMS,WSBOMA - EPC_PGW_APNDATA-card:0:vsblinternet - PGWU_BITSPERSEC_IMS,WSBOMA - EPC_PGW_APNDATA-card:0:vzwadmin - PGWU_BITSPERSEC_IMS
 1 Jan '19 08:40:00,0,0,0,0,0,0,0,1090.4,0,0,0,48033.38667,194571.3867,0,0,0,33713.81333,275889.04,0,1024.373333
 1 Jan '19 08:45:00,0,0,0,0,0,0,0,282.4266667,0,0,0,73173.46667,241815.36,0,0,0,25891.17333,318784.0267,0,1348.773333
 1 Jan '19 08:50:00,0,0,0,0,0,0,0,1135.12,0,0,0,35808.24,544835.8133,0,0,0,16573.65333,343927.6,0,853.6533333
 1 Jan '19 08:55:00,0,0,0,0,0,0,0,257.8933333,0,0,0,100416.9333,486448.2667,0,0,0,140934.88,370614.0533,0,1111.066667
 1 Jan '19 09:00:00,0,0,0,0,0,0,0,98.45333333,0,0,0,100416.9333,486448.2667,0,0,0,79002.08,404172.48,0,1172.64
 1 Jan '19 09:05:00,0,0,0,0,0,0,0,773.7066667,0,0,0,39309.2,616104.2667,0,0,0,156289.4133,517730.1867,0,935.5733333
 1 Jan '19 09:10:00,0,0,0,0,0,0,0,101.7066667,0,0,0,97541.57333,700618.24,0,0,0,282129.36,578570.08,0,1307.413333
 1 Jan '19 09:15:00,0,0,0,0,0,0,0,821.3866667,0,0,0,279971.3867,697649.12,0,0,0,315006.7733,828407.8933,0,832.8533333
 1 Jan '19 09:20:00,0,0,0,0,0,0,0,516.88,0,0,0,103069.3867,979223.12,0,0,0,179123.9467,1089852.027,0,911.28
 1 Jan '19 09:25:00,0,0,0,0,0,0,0,0,0,0,0,159384.3733,997933.28,0,0,0,129187.3867,996504.7733,0,1002
 1 Jan '19 09:30:00,0,0,0,0,0,0,0,98.10666667,0,0,0,111413.68,825844.96,0,0,0,99425.86667,993868.1867,0,1663.306667
 1 Jan '19 09:35:00,0,0,0,0,0,0,0,258.56,0,0,0,96963.22667,663886.5333,0,0,0,161820.4533,1080680.72,0,1155.253333
 1 Jan '19 09:40:00,0,0,0,0,0,0,0,0,0,0,0,96963.22667,663886.5333,0,0,0,161820.4533,1080680.72,0,1155.253333
 1 Jan '19 09:45:00,0,0,0,0,0,0,0,805.5466667,0,0,0,168506.1067,617691.7867,0,0,0,224245.3333,1037162.773,0,1024.773333
 1 Jan '19 09:50:00,0,0,0,0,0,0,0,621.2266667,0,0,0,173149.7867,768992.4267,0,0,0,197386,1037308.427,0,1632.16
 1 Jan '19 09:55:00,0,0,0,0,0,0,0,275.8933333,0,0,1921.653333,160956.0267,1000895.253,0,0,0,265237.28,1033666,0,1041.68
 1 Jan '19 10:00:00,0,0,0,0,0,0,0,282.24,0,0,0,166100.6667,845715.2267,0,0,0,268536.3733,995771.12,0,1073.706667
 1 Jan '19 10:05:00,0,0,0,0,0,0,0,0,0,0,0,209515.68,1143461.013,0,0,0,334604.2667,980919.8133,0,807.5466667
 1 Jan '19 10:10:00,0,0,0,0,0,0,0,0,0,0,0,125134.8267,1219126.347,0,0,0,236870.32,1108629.653,0,1423.253333
 1 Jan '19 10:15:00,0,0,0,0,0,0,0,126.24,0,0,46.8,167928.1067,1136433.413,0,0,10.02666667,360116.1333,1180795.04,0,1531.12
 1 Jan '19 10:20:00,0,0,0,0,0,0,0,258.4266667,0,0,0,264748,1040434.16,0,0,0,250614.2933,1073920.827,0,1209.786667
 1 Jan '19 10:25:00,0,0,0,0,0,0,0,7875.813333,0,0,0,115079.7867,1013793.227,0,0,0,528887.5733,1234890.453,0,1078.346667
 1 Jan '19 10:30:00,0,0,0,0,0,0,0,2363.386667,0,0,0,167355.92,931561.12,0,0,0,448392.16,1447905.013,0,1473.226667
 1 Jan '19 10:35:00,0,0,0,0,0,0,0,729.8933333,0,0,0,156842.5867,1180629.52,0,0,0,307387.92,1598921.76,0,1193.68
 1 Jan '19 10:40:00,0,0,0,0,0,0,0,958.0266667,0,0,0,275235.4933,1359874.72,0,0,0,321289.92,1470218.533,0,1028.213333
 1 Jan '19 10:45:00,0,0,0,0,0,0,0,504.3466667,0,0,0,208853.4667,1547395.04,0,0,0,212239.0133,1708735.867,0,962.8533333
 1 Jan '19 10:50:00,0,0,0,0,0,0,186.1866667,1551.253333,0,0,0,275039.9733,1684851.6,0,0,0,221271.6,1855087.52,0,1089.306667
 1 Jan '19 10:55:00,0,0,0,0,0,56.82666667,356.9066667,2658.506667,0,0,0,276537.8933,1608050.24,0,0,0,327688.88,2119336.533,0,1204.586667
 1 Jan '19 11:00:00,0,0,0,0,0,0,361.6266667,1228.613333,0,56.82666667,0,297319.7333,1695351.813,0,0,0,332258.24,1802685.04,0,1302.32
 1 Jan '19 11:05:00,0,0,0,0,0,0,0,534.3733333,0,0,0,239138.4,1906870.133,0,0,0,358698.0533,2008226.773,0,1313.28
 1 Jan '19 11:10:00,0,0,0,0,0,0,0,258.64,0,0,0,227819.8667,1840298.133,0,0,0,368394.3733,1996090.213,0,1134.4
 1 Jan '19 11:15:00,0,0,0,0,0,0,0,0,0,0,0,223006.4533,2036748.267,0,0,0,195460.72,2018329.173,0,508.5866667
 1 Jan '19 11:20:00,0,0,0,0,0,0,185.12,8869.76,0,4.586666667,0,239059.7867,1970481.093,0,0,0,238891.0667,1867906.56,0,1312.773333
 1 Jan '19 11:25:00,0,0,0,0,0,0,0,7480.746667,0,61.41333333,0,346740.5333,1861944.64,0,0,0,209478.88,2031938.987,0,739.8133333
 1 Jan '19 11:30:00,0,0,0,0,0,0,0,7566.96,0,0,0,399307.12,2267324.24,0,0,0,218296.08,2083315.253,0,1512.586667
 1 Jan '19 11:35:00,0,0,0,0,0,0,0,17472.93333,0,0,0,228379.28,2157570.88,0,0,0,247719.2533,1836319.893,0,859.52
 1 Jan '19 11:40:00,0,0,0,0,0,0,0,21661.38667,0,0,0,140841.0133,2166296.613,0,0,0,199695.2533,1897741.76,0,1078
 1 Jan '19 11:45:00,0,0,0,0,0,0,0,21038.08,0,0,0,277949.3067,1908915.813,0,0,0,295781.0933,2255395.893,0,1369.386667
 1 Jan '19 11:50:00,0,0,0,0,0,0,0,17882.74667,0,0,0,298662.7733,1558679.147,0,0,0,259681.3067,2245994.88,0,919.2266667
 1 Jan '19 11:55:00,0,0,0,0,0,0,0,16449.68,0,0,0,291954.32,1472018.133,0,0,0,189603.5733,2120976.64,0,1237.493333
 1 Jan '19 12:00:00,0,0,0,0,0,0,0,0,0,0,0,272733.1467,1784577.6,0,0,0,260216.7467,2124432.373,0,2019.466667
 1 Jan '19 12:05:00,0,0,0,0,0,0,0,258.6666667,0,0,0,241966.5867,1733197.867,0,0,0,289001.3333,2259185.867,0,1835.973333
 1 Jan '19 12:10:00,0,0,0,0,0,0,184.6933333,257.44,0,0,0,212804.9067,1562493.36,0,0,0,270674.16,2501859.307,0,910.9333333
 1 Jan '19 12:15:00,0,0,0,0,0,0,0,516.7733333,0,0,0,250977.3067,1942810.32,0,0,0,202363.2533,2534097.093,0,1323.786667
 1 Jan '19 12:20:00,0,0,0,0,0,0,0,1072.586667,0,0,0,264444.16,2055994.08,0,0,0,372529.04,2841746.027,0,627.44
 1 Jan '19 12:25:00,0,0,0,0,0,0,0,100.9866667,0,0,0,161238.0267,1639090.96,0,0,0,467520.5067,2623030.32,0,1512.133333
 1 Jan '19 12:30:00,0,0,0,0,0,0,0,1033.146667,0,0,60.24,213561.2,1727778.08,0,0,0,431080.0533,2500890.453,0,1512.853333
 1 Jan '19 12:35:00,0,0,0,0,0,0,0,1467.093333,0,0,0,272634.72,2123261.92,0,0,0,348245.0133,2444497.92,0,840.7733333
 1 Jan '19 12:40:00,0,0,0,0,0,0,0,1254.373333,0,0,0,284071.4667,1686630.667,0,0,0,261136.3467,2335375.627,0,1841.146667
 1 Jan '19 12:45:00,0,0,0,0,0,0,0,1069.866667,0,0,0,242483.0667,1548409.333,0,0,0,450307.7867,2517260.987,0,1308.266667
 1 Jan '19 12:50:00,0,0,0,0,0,0,0,258.32,0,0,0,267642.1067,1652903.547,0,0,0,244943.84,2256648.027,0,1347.44
 1 Jan '19 12:55:00,0,0,0,0,0,0,0,513.5733333,0,0,0,467499.8133,1797336.827,0,0,0,272861.7333,2696583.28,0,1693.813333
 1 Jan '19 13:00:00,0,0,0,0,0,0,0,258.64,0,0,0,251412.0533,1698100.747,0,0,0,145780.9333,2651052.027,0,1017.333333
 1 Jan '19 13:05:00,0,0,0,0,0,0,0,98.10666667,0,0,0,300463.68,2011193.467,0,0,0,243906.16,2327823.813,0,1143.706667
 1 Jan '19 13:10:00,0,0,0,0,0,0,0,540.3733333,0,0,0,242475.4933,2033405.093,0,0,0,296407.92,2364151.733,0,1772.24
 1 Jan '19 13:15:00,0,0,0,0,0,0,0,651.0933333,0,0,0,511989.0933,2070700.133,0,0,0,365648.2133,2361173.067,0,1762.32
 1 Jan '19 13:20:00,0,0,0,0,0,0,0,872.7466667,0,0,0,187164.1867,2250499.893,0,0,0,193536.32,2474238.427,0,1178.853333
 1 Jan '19 13:25:00,0,0,0,0,0,0,0,258.6666667,0,0,0,375228.7733,2165190.4,0,0,0,349280.72,2306604.88,0,1413.413333
 1 Jan '19 13:30:00,0,0,0,0,0,0,0,362.08,0,0,0,308919.12,2290177.947,0,0,0,195877.8133,2451251.813,0,1021.6
 1 Jan '19 13:35:00,0,0,0,0,0,0,0,647.12,0,0,0,601683.12,2087253.173,0,0,0,123600.9867,2325624.107,0,970.1866667
 1 Jan '19 13:40:00,0,0,0,0,0,0,0,0,0,0,0,245468.56,1801483.093,0,0,0,218889.2533,2213649.92,0,1475.2
 1 Jan '19 13:45:00,0,0,0,0,0,0,0,79.73333333,0,0,0,268104.1067,2214783.787,0,0,0,294722.3467,2122245.227,0,744.2133333
 1 Jan '19 13:50:00,0,0,0,0,0,0,0,325.3066667,0,0,0,183377.0933,2291787.013,0,0,0,95769.94667,1948821.733,0,2116.293333
 1 Jan '19 13:55:00,0,0,0,0,0,0,271.4133333,808.1066667,0,0,0,180545.36,2163058.987,0,0,0,189815.6267,1874254.533,0,1080.213333
 1 Jan '19 14:00:00,0,0,0,0,0,0,0,1241.546667,0,0,0,342057.7067,1987864.907,0,0,0,202784.0533,1713461.253,0,1316.4
 1 Jan '19 14:05:00,0,0,0,0,0,0,0,0,0,0,0,375009.68,2248280.987,0,0,0,577597.68,2119188.56,0,1408.853333
 1 Jan '19 14:10:00,0,0,0,0,0,0,0,1091.546667,0,0,4259.28,345902.4533,2607975.04,0,0,0,174999.12,2201863.227,0,1803.253333
 1 Jan '19 14:15:00,0,0,0,0,0,0,0,1324.24,0,0,0,307059.4667,3050307.573,0,0,1967.866667,499467.0133,2374824.933,0,1162.826667
 1 Jan '19 14:20:00,0,0,0,0,0,0,0,2057.786667,0,0,0,319382.2667,2424936.693,0,0,0,332397.28,2418502.427,0,1368.32
 1 Jan '19 14:25:00,0,0,0,0,0,0,0,101.7066667,0,0,0,289123.8933,2556951.867,0,0,0,371531.1733,2599967.627,0,917.2
 1 Jan '19 14:30:00,0,0,0,0,0,0,0,0,0,0,57.89333333,211518.7467,2734543.52,0,0,0,323149.5467,2423179.387,0,1543.333333
 1 Jan '19 14:35:00,0,0,0,0,0,0,0,516.24,0,0,0,209897.6,2564322.08,0,0,0,216176.4533,2588143.813,0,1697.733333
 1 Jan '19 14:40:00,0,0,0,0,0,0,0,1163.066667,0,0,0,336225.5467,2517618.107,0,0,0,323840.1333,2478273.2,0,2013.893333
 1 Jan '19 14:45:00,0,0,0,0,0,0,0,275.9466667,0,0,0,67541.68,2569172.373,0,0,0,374177.2533,2251304.427,0,1025.626667
 1 Jan '19 14:50:00,0,0,0,0,0,0,0,258.64,0,0,0,232132.72,2631662.293,0,0,0,478138.32,2150366.213,0,1015.413333
 1 Jan '19 14:55:00,0,0,0,0,0,0,0,638.5333333,0,0,0,350711.0133,2778797.36,0,0,0,355445.2,2101539.84,0,1600.533333
 1 Jan '19 15:00:00,0,0,0,0,0,0,0,0,0,0,0,293266.5867,2604213.067,0,0,0,175326.3733,2118417.893,0,1611.36
 1 Jan '19 15:05:00,0,0,0,0,0,0,0,1008.746667,0,0,0,212694.72,2098431.893,0,0,0,254622.9067,2333292.267,0,1196.986667
 1 Jan '19 15:10:00,0,0,0,0,0,0,0,258.6133333,0,0,58.96,422681.1467,2258563.413,0,0,0,265559.7867,2618838.56,0,1263.013333
 1 Jan '19 15:15:00,0,0,0,0,0,0,0,0,0,0,0,362376.3733,2384127.413,0,0,0,290519.0133,2445889.333,0,1137.546667
 1 Jan '19 15:20:00,0,0,0,0,0,0,0,896.72,0,0,0,267282.8267,2187305.813,0,0,0,396182.2933,2642404.693,0,1126.053333
 1 Jan '19 15:25:00,0,0,0,0,0,0,0,275.8933333,0,0,58.96,274087.04,2385052.747,0,0,0,395857.1467,2707091.387,0,1347.973333
 1 Jan '19 15:30:00,0,0,0,0,0,0,0,0,0,0,0,130976.0533,2220799.787,0,0,0,399854.1067,2586731.307,0,825.9466667
 1 Jan '19 15:35:00,0,0,0,0,0,0,0,621.9466667,0,0,0,358826.24,2347180.587,0,0,0,353308.8267,2321274.987,0,1031.466667
 1 Jan '19 15:40:00,0,0,0,0,0,0,182.96,383.6533333,0,0,0,221578.8267,2535185.733,0,0,0,70133.78667,1945629.547,0,1082.933333
 1 Jan '19 15:45:00,0,0,0,0,0,0,0,516.1066667,0,0,0,413195.0667,2250876.4,0,0,0,178368.1067,2100311.547,0,1401.013333
 1 Jan '19 15:50:00,0,0,0,0,0,0,0,541.28,0,0,0,192137.7333,2460197.653,0,0,0,369636.3733,2091602.187,0,1428.213333
 1 Jan '19 15:55:00,0,0,0,0,0,0,0,0,0,0,0,208694.24,2552247.04,0,0,0,245962.2933,2117849.493,0,957.76
 1 Jan '19 16:00:00,0,0,0,0,0,0,184.7733333,2595.84,0,0,0,80737.33333,2412375.013,0,0,0,149770.16,1853394.24,0,2097.2
 1 Jan '19 16:05:00,0,0,0,0,0,0,0,100.9866667,0,0,0,236821.2267,2331565.413,0,0,0,202177.76,1873435.067,0,1757.066667
 1 Jan '19 16:10:00,0,0,0,0,0,0,0,1549.04,0,0,0,189147.4667,1959914.693,0,0,0,96226.16,2019813.28,0,1183.973333
 1 Jan '19 16:15:00,0,0,0,0,0,0,0,101.7066667,0,0,0,317101.68,2168636.56,0,0,0,134800.32,2457670.107,0,1155.786667
 1 Jan '19 16:20:00,0,0,0,0,0,0,0,1911.946667,0,0,0,229496.0533,2061223.467,0,0,0,311674.1067,2523511.84,0,1370.746667
 1 Jan '19 16:25:00,0,0,0,0,0,0,0,257.4666667,0,0,0,308566.3467,1961555.253,0,0,0,245750.0267,2873682.613,0,1620.453333
 1 Jan '19 16:30:00,0,0,0,0,0,0,0,854.72,0,0,0,151391.36,1994596.747,0,0,0,211519.2533,2799604.533,0,1312.32
 1 Jan '19 16:35:00,0,0,0,0,0,0,0,577.8133333,0,0,56.82666667,302633.1733,2206191.493,0,0,0,211343.7333,3164522.373,0,1405.626667
 1 Jan '19 16:40:00,0,0,0,0,0,0,0,1379.173333,0,0,2041460.613,102588.64,2627087.547,0,0,0,182420.2667,3135781.867,0,1480.986667
 1 Jan '19 16:45:00,0,0,0,0,0,0,0,258.6933333,0,0,0,147634.1067,2311378.427,0,0,0,144442.64,2715767.76,0,1460.88
 1 Jan '19 16:50:00,0,0,0,0,0,0,0,547.1466667,0,0,0,97383.86667,2359244.853,0,0,0,140085.6,2865244.027,0,1135.04
 1 Jan '19 16:55:00,0,0,0,0,0,0,0,302.9866667,0,0,0,253379.4133,2407298,0,0,0,407427.68,2773748.64,0,1200.933333
 1 Jan '19 17:00:00,0,0,0,0,0,0,0,0,0,0,56.82666667,160091.8933,2615354.293,0,0,0,317780.6933,2944060.053,0,1257.84
 1 Jan '19 17:05:00,0,0,0,0,0,0,0,607.8666667,0,0,0,86005.28,2797468.72,0,0,0,171339.7867,3262438.613,0,1375.626667
 1 Jan '19 17:10:00,0,0,0,0,0,0,0,0,0,0,0,186967.68,2923606.427,0,0,0,122060.9333,3186116.933,0,1995.093333
 1 Jan '19 17:15:00,0,0,0,0,0,0,0,275.8933333,0,0,0,244048.24,2516660.88,0,0,0,101409.68,3185217.92,0,1240.16
 1 Jan '19 17:20:00,0,0,0,0,0,0,0,0,0,0,0,398126.9067,2257387.307,0,0,0,54442.29333,2955211.76,0,807.7333333
 1 Jan '19 17:25:00,0,0,0,0,0,0,0,462.6133333,0,0,0,261528.7733,2199848.587,0,0,0,268143.4667,2713413.893,0,1257.546667
 1 Jan '19 17:30:00,0,0,0,0,0,0,0,516.3733333,0,0,58.96,290429.6,2264629.893,0,0,0,211005.9733,2564985.2,0,1152.773333
 1 Jan '19 17:35:00,0,0,0,0,0,0,0,540.56,0,0,0,35166.24,2393067.2,0,0,0,209913.52,2202935.12,0,923.4133333
 1 Jan '19 17:40:00,0,0,0,0,0,0,0,258.88,0,0,0,234349.2,2400949.04,0,0,0,223804.8267,2401574.16,0,1092.453333
 1 Jan '19 17:45:00,0,0,0,0,0,0,0,0,0,0,0,167640.8,2188557.84,0,0,0,288753.4667,2284292.267,0,1182.986667
 1 Jan '19 17:50:00,0,0,0,0,0,0,0,531.0666667,0,0,0,112980.24,2150968.027,0,0,0,360800.2667,2206308.96,0,525.84
 1 Jan '19 17:55:00,0,0,0,0,0,0,0,1133.36,0,0,0,88069.97333,2310909.067,0,0,0,203103.7067,2093637.147,0,1381.12
 1 Jan '19 18:00:00,0,0,0,0,0,0,0,920.4,0,0,0,156490.32,2147066.96,0,0,0,111370.2133,2036430.88,0,857.9733333
 1 Jan '19 18:05:00,0,0,0,0,0,0,0,560.6133333,0,0,0,259353.8933,2334884.667,0,0,0,149993.6,2075426.32,0,795.7866667
 1 Jan '19 18:10:00,0,0,0,0,0,0,0,819.4933333,0,0,10.02666667,302448.9067,2234243.52,0,0,46.8,256874.4533,2383110.293,0,756.8
 1 Jan '19 18:15:00,0,0,0,0,0,0,0,258.4266667,0,0,0,227290.8533,2344020.32,0,0,0,159644.2133,2238016.773,0,765.36
 1 Jan '19 18:20:00,0,0,0,0,0,0,0,0,0,0,0,142357.84,2512094.293,0,0,0,186715.9467,2506311.227,0,795.5733333
 1 Jan '19 18:25:00,0,0,0,0,0,0,0,374.0533333,0,0,0,262407.1467,2692169.973,0,0,0,231260.56,2244396.747,0,1297.653333
 1 Jan '19 18:30:00,0,0,0,0,0,0,0,2066,0,0,0,144120.9067,2610978.933,0,0,0,152836.4267,2252002.72,0,1449.893333
 1 Jan '19 18:35:00,0,0,0,0,0,0,0,302.8533333,0,0,0,206537.0133,2356368.4,0,0,0,460462.72,1923333.653,0,1098.373333
 1 Jan '19 18:40:00,0,0,0,0,0,0,0,258.7466667,0,0,0,172197.3867,2220249.627,0,0,0,179724.08,1758551.28,0,1692.586667
 1 Jan '19 18:45:00,0,0,0,0,0,0,0,0,0,0,0,198323.04,2432912.507,0,0,0,236986.3733,1674413.413,0,1283.226667
 1 Jan '19 18:50:00,0,0,0,0,0,0,0,395.1466667,0,0,0,286297.76,2488495.44,0,0,0,164916.2667,2015936.72,0,1154.133333
 1 Jan '19 18:55:00,0,0,0,0,0,0,29958,457.04,0,0,0,383873.28,2248070.187,0,0,0,218173.36,2085684.667,0,1350.266667
 1 Jan '19 19:00:00,0,0,0,0,0,0,0,0,0,0,0,203026.56,2286618.88,0,0,0,165924.9333,2001447.787,0,1401.653333
 1 Jan '19 19:05:00,0,0,0,0,0,0,0,387.2,0,0,0,351851.12,2286611.813,0,0,0,286735.3867,2297017.84,0,1778.933333
 1 Jan '19 19:10:00,0,0,0,0,0,0,0,258.0533333,0,0,0,145343.0933,2535477.627,0,0,0,393803.5467,2420898.4,0,1296.053333
 1 Jan '19 19:15:00,0,0,0,0,0,0,34337.49333,388.9333333,0,0,0,210677.9467,2351163.813,0,0,0,233164.24,2378878.96,0,1512.266667
 1 Jan '19 19:20:00,0,0,0,0,0,0,0,799.4666667,0,0,0,121827.8133,2683403.28,0,0,0,176716.5067,2288986.027,0,1198.053333
 1 Jan '19 19:25:00,0,0,0,0,0,0,0,1105.84,0,0,0,198268.6933,2508749.067,0,0,0,284028.24,2553453.6,0,851.4666667
 1 Jan '19 19:30:00,0,0,0,0,0,0,0,0,0,0,0,134823.0667,2456467.653,0,0,0,331428.4,2487807.28,0,1485.12
 1 Jan '19 19:35:00,0,0,0,0,0,0,183.2533333,0,0,0,0,237073.8667,2431331.867,0,0,0,245279.8667,2411596.32,0,1005.866667
 1 Jan '19 19:40:00,0,0,0,0,0,0,0,1046.96,0,0,0,148166,2286825.813,0,0,0,174198.56,2486797.547,0,803.2533333
 1 Jan '19 19:45:00,0,0,0,0,0,0,0,719.0933333,0,0,0,207872.8,2632971.84,0,0,0,355899.84,2245442.933,0,1429.653333
 1 Jan '19 19:50:00,0,0,0,0,0,0,186.4,1358.24,0,4.586666667,0,104231.3867,2538467.627,0,0,58.96,227393.8133,2292989.04,0,1453.066667
 1 Jan '19 19:55:00,0,0,0,0,0,0,0,258.5866667,0,61.41333333,0,250556.8533,2399906.747,0,0,0,128452.0533,2592560.96,0,1173.066667
 1 Jan '19 20:00:00,0,0,0,0,0,0,0,515.92,0,0,0,265071.5733,2154845.013,0,0,0,236598.3467,2480726.347,0,2025.013333
 1 Jan '19 20:05:00,0,0,0,0,0,0,0,0,0,0,0,266648.08,2112067.653,0,0,0,119363.4133,2134388.64,0,1081.146667
 1 Jan '19 20:10:00,0,0,0,0,0,0,0,0,0,0,46.8,347787.2,1986868,0,0,3463.52,121826.4533,2422015.013,0,849.2
 1 Jan '19 20:15:00,0,0,0,0,0,0,0,891.3866667,0,0,125.36,354047.7067,1947233.52,0,0,0,70433.81333,2333481.573,0,627.2266667
 1 Jan '19 20:20:00,0,0,0,0,0,0,0,540.6933333,0,0,0,185067.9467,1993725.573,0,0,0,131946.3467,2251521.707,0,1576.106667
 1 Jan '19 20:25:00,0,0,0,0,0,0,0,258.7466667,0,0,0,207381.3067,1924773.28,0,0,0,184468.1867,2340439.147,0,1264.8
 1 Jan '19 20:30:00,0,0,0,0,0,0,0,0,0,2.293333333,0,56629.52,2271944.507,0,0,0,149541.36,2041874.267,0,1936.293333
 1 Jan '19 20:35:00,0,0,0,0,0,0,0,0,0,6.88,0,210235.3867,2139870.24,0,0,0,183617.0133,1859026.4,0,1514.053333
 1 Jan '19 20:40:00,0,0,0,0,0,0,436.7466667,3758.426667,0,56.82666667,0,264550.5067,2019713.04,0,0,0,119235.28,1889557.44,0,1300.613333
 1 Jan '19 20:45:00,0,0,0,0,0,0,0,14052.10667,0,6.88,0,515320.9333,1904784.56,0,0,0,268557.6267,2143774.747,0,895.3866667
 1 Jan '19 20:50:00,0,0,0,0,0,0,0,12068.32,0,49.09333333,0,95747.65333,2042218.107,0,0,0,174697.44,2292395.36,0,1889.12
 1 Jan '19 20:55:00,0,0,0,0,0,0,0,9039.04,0,0,0,428159.6,2152041.973,0,0,0,66502.61333,2119051.867,0,1340.666667
 1 Jan '19 21:00:00,0,0,0,0,0,0,0,97.94666667,0,0,3428.186667,46542.53333,1963136.373,0,0,0,53276.45333,1818151.04,0,935.36
 1 Jan '19 21:05:00,0,0,0,0,0,0,0,4816.933333,0,0,0,299212.6933,2125876.853,0,0,0,82292.66667,2210100.533,0,1321.2
 1 Jan '19 21:10:00,0,0,0,0,0,56.82666667,186.1333333,7066.08,0,0,0,180657.68,2041961.307,0,0,1695.253333,67540.37333,2127972.72,0,1744.826667
 1 Jan '19 21:15:00,0,0,0,0,0,0,0,7101.173333,0,0,0,147797.2533,1911667.947,0,0,0,75899.33333,2009184.32,0,1252.32
 1 Jan '19 21:20:00,0,0,0,0,0,0,0,7028.56,0,0,0,100601.0933,1936199.547,0,0,0,433955.7867,2156447.12,0,1326.106667
 1 Jan '19 21:25:00,0,0,0,0,0,0,0,15739.89333,0,0,0,114587.7067,1847404.827,0,0,0,236189.7067,2110816.56,0,1118.32
 1 Jan '19 21:30:00,0,0,0,0,0,0,0,7461.626667,0,0,0,347719.3333,2110719.093,0,0,0,132527.68,2152362.987,0,1246.373333
 1 Jan '19 21:35:00,0,0,0,0,0,0,0,7193.786667,0,0,0,85281.17333,2162972.987,0,0,0,123929.84,2101897.467,0,1257.866667
 1 Jan '19 21:40:00,0,0,0,0,0,0,0,7134.56,0,0,0,98728.88,2333793.253,0,0,0,20971.92,1979948.64,0,1179.893333
 1 Jan '19 21:45:00,0,0,0,0,0,0,0,6859.76,0,0,0,78538.66667,2260140.027,0,0,0,136611.0667,1932831.547,0,1269.44
 1 Jan '19 21:50:00,0,0,0,0,0,0,435.28,7722.56,0,0,0,85900.24,2395801.173,0,0,0,97004.72,1876142.533,0,728.72
 1 Jan '19 21:55:00,0,0,0,0,0,0,184.5333333,6667.84,0,6.88,0,285286.08,2309541.12,0,0,0,130074.8267,1821087.867,0,1148.693333
 1 Jan '19 22:00:00,0,0,0,0,0,0,0,6764,0,59.12,0,243763.04,2147577.36,0,0,0,121725.12,1730282.667,0,967.12
 1 Jan '19 22:05:00,0,0,0,0,0,0,250.3733333,14246.05333,0,0,0,78732.56,1797392.32,0,0,0,161811.9467,2051639.28,0,1308.16
 1 Jan '19 22:10:00,0,0,0,0,0,0,0,6865.6,0,0,0,70837.89333,1891444.773,0,0,0,195548.2133,1775550.667,0,1044.906667
 1 Jan '19 22:15:00,0,0,0,0,0,0,0,6667.84,0,0,0,78377.14667,1835054.213,0,0,0,140998.08,1840045.947,0,1191.84
 1 Jan '19 22:20:00,0,0,0,0,0,0,0,6846.186667,0,0,0,51596.96,1826277.333,0,0,0,61803.81333,1557183.787,0,1023.093333
 1 Jan '19 22:25:00,0,0,0,0,0,0,0,15571.14667,0,0,0,48342.16,1662024.907,0,0,0,125986.4,1590338.107,0,1020.746667
 1 Jan '19 22:30:00,0,0,0,0,0,0,0,32563.49333,0,0,0,62263.44,1549556.373,0,0,0,160597.04,1623956.08,0,1426.72
